 Mansfield,86000.0,549
 Battle Creek,85000.0,600
 Napa,85000.0,256
 Porterville,85000.0,188
 St. Charles,85000.0,311
 Newark,84000.0,402
 Sheboygan,84000.0,399
 Janesville,83000.0,472
 Bend,83000.0,395
 Mauldin,83000.0,340
 St. Joseph ,82000.0,560
 Fajardo,82000.0,362
 Oshkosh,81000.0,375
 Longview,81000.0,620
 Pottstown,81000.0,503
 Johnstown,80000.0,509
 Las Cruces,80000.0,889
 Slidell,80000.0,431
 Guayama,80000.0,363
 Lima,79000.0,506
 Goldsboro,79000.0,416
 Weirton,78000.0,543
 Alexandria,78000.0,605
 Elmira,78000.0,452
 Iowa City,78000.0,424
 Coeur d'Alene,78000.0,384
 Prescott,78000.0,634
 Radcliffe,78000.0,491
 Terre Haute,77000.0,632
 Bay City,77000.0,474
 Florence,77000.0,933
 Missoula,76000.0,452
 Round Lake Beach,76000.0,221
 Lewiston,75000.0,522
 Joplin,75000.0,575
 Bismark,75000.0,382
 Anderson,75000.0,616
 Anderson,74000.0,483
 Owensboro,74000.0,412
 Bangor,74000.0,397
 Monessen,74000.0,619
 Rock Hill,74000.0,455
 Florida,74000.0,176
 State College,73000.0,299
 Jackson,73000.0,447
 Temple,73000.0,770
 Rocky Mount,73000.0,402
 Hightstown,73000.0,282
 Florence,72000.0,494
 Cheyenne,72000.0,690
 Davis,72000.0,186
 Dover,72000.0,420
 Bowling Green,72000.0,427
 St. Augustine,72000.0,425
 Westminster,72000.0,405
 Auburn,71000.0,717
 Bloomington,71000.0,332
 Longmont,71000.0,355
 Parkersburg ,70000.0,285
 Williamsport,70000.0,447
 Glens Falls,70000.0,520
 Watsonville,70000.0,179
 Texarkana ,69000.0,753
 Gadsden,68000.0,847
 Santa Fe,68000.0,671
 Sumter,68000.0,497
 Lebanon,68000.0,363
 Uniontown,68000.0,456
 Dubuque ,67000.0,378
 Sherman,67000.0,585
 Dothan,67000.0,796
 Atascadero,67000.0,299
 Lady Lake,67000.0,568
 Great Falls,66000.0,410
 Valdosta,66000.0,488
 Zephyrhills,66000.0,342
 Kankakee,65000.0,385
 Idaho Falls,65000.0,387
 Flagstaff,65000.0,303
 Cleveland,65000.0,452
 Pocatello,64000.0,343
 Benton Harbor,64000.0,451
 Pascagoula,64000.0,468
 Corvallis,64000.0,308
 Longview ,63000.0,331
 Hinesville,63000.0,179
 Mandeville,63000.0,90
 Salisbury ,63000.0,467
 Winchester,63000.0,285
 Bristol ,62000.0,612
 Beloit ,62000.0,456
 Rapid City,62000.0,586
 Fond du Lac,62000.0,334
 Victoria,61000.0,369
 Casper,61000.0,454
 Dalton,61000.0,570
 Ithaca,60000.0,285
 Titusville,60000.0,376
 Blacksburg,60000.0,266
 Wenatchee,60000.0,323
 Decatur,59000.0,779
 Rome,59000.0,572
 Harrisonburg,59000.0,246
 Morgantown,59000.0,196
 Saratoga Springs,59000.0,367
 Galveston,58000.0,550
 Juana Diaz,58000.0,226
 Mount Vernon,58000.0,201
 Pine Bluff,57000.0,695
 Grand Forks ,57000.0,283
 Kokomo,57000.0,337
 Danville,56000.0,435
 DeKalb,56000.0,299
 Monroe,56000.0,245
 Carson City,55000.0,301
 Hot Springs,55000.0,430
 Jonesboro,55000.0,592
 Pittsfield,54000.0,324
 San Luis Obispo,54000.0,209
 Morristown,54000.0,472
 Wildwood,54000.0,440
 Danville,53000.0,416
 Brunswick,53000.0,433
 Sandusky,53000.0,290
 Hazleton,52000.0,351
 Ames,51000.0,235
 Lafayette,51000.0,352
 Lewiston ,51000.0,263
 Farmington,43000.0,568
 Cumberland ,37000.0,389
 Jefferson City,36000.0,420
