"CA1 Personal Income Summary: Personal Income, Population, Per Capita Personal Income",,,,,,,,,,,,,,,,,
Population (number of persons) 1/,,,,,,,,,,,,,,,,,
Bureau of Economic Analysis ,,,,,,,,,,,,,,,,,
Metropolitan Statistical Area,,,,,,,,,,,,,,,,,
GeoFips,GeoName,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016
26420,"Houston-The Woodlands-Sugar Land, TX (Metropolitan Statistical Area)",4817815,4937081,5036393,5132602,5233729,5423615,5540882,5676381,5826108,5948174,6057412,6180817,6324167,6488046,6647465,6772470
26580,"Huntington-Ashland, WV-KY-OH (Metropolitan Statistical Area)",360868,360609,361922,361774,361864,362868,363249,363898,364731,365070,364794,364827,363988,363038,361357,359588
26620,"Huntsville, AL (Metropolitan Statistical Area)",348453,354116,359920,365248,372777,382821,391922,402361,412182,419311,425165,430141,435608,440761,444924,449720
26820,"Idaho Falls, ID (Metropolitan Statistical Area)",106082,107768,109937,113168,116208,119981,124203,128353,131621,133815,134972,136254,136928,137978,139651,142572
26900,"Indianapolis-Carmel-Anderson, IN (Metropolitan Statistical Area)",1687209,1708018,1729297,1750639,1772959,1800724,1826515,1850321,1873460,1892652,1910347,1928964,1953043,1971060,1986542,2004230
26980,"Iowa City, IA (Metropolitan Statistical Area)",134610,136056,137863,140149,141650,143698,146129,148799,151556,152989,155552,158793,161790,164377,166818,168828
27060,"Ithaca, NY (Metropolitan Statistical Area)",97458,98227,99049,99531,99433,99651,99910,100383,101497,101774,102111,103135,104270,104498,104564,104871
27100,"Jackson, MI (Metropolitan Statistical Area)",159772,160893,162119,162140,163047,163387,163316,160825,160114,160169,159673,160102,159789,159597,159465,158460
27140,"Jackson, MS (Metropolitan Statistical Area)",528292,530930,535600,542144,547444,556877,559153,561812,564376,568791,574032,576464,577382,578733,578666,579229
27180,"Jackson, TN (Metropolitan Statistical Area)",123387,123890,123886,125351,126192,127602,128134,128445,129164,130016,129794,130343,130645,130102,129588,129527
27260,"Jacksonville, FL (Metropolitan Statistical Area)",1148091,1171363,1193042,1222866,1249072,1282311,1306788,1322728,1334972,1349137,1362140,1379131,1395363,1419765,1448016,1478212
27340,"Jacksonville, NC (Metropolitan Statistical Area)",151068,153397,150481,158837,157205,161185,163256,169059,173064,179613,177898,183807,185545,185252,187033,187136
27500,"Janesville-Beloit, WI (Metropolitan Statistical Area)",153174,153628,154268,155685,156761,158538,159912,160647,160411,160229,159985,160232,160565,161181,161334,161620
27620,"Jefferson City, MO (Metropolitan Statistical Area)",140991,142190,143171,142637,144450,145654,146455,147792,148880,149953,150321,150350,150610,150785,151058,151391
27740,"Johnson City, TN (Metropolitan Statistical Area)",182187,183973,186040,187317,189182,191943,193819,196242,197698,199013,199639,200443,200545,200225,200607,201661
27780,"Johnstown, PA (Metropolitan Statistical Area)",150902,149831,148836,147886,146975,146093,145283,144646,144186,143464,142572,141531,138837,137517,136194,134732
27860,"Jonesboro, AR (Metropolitan Statistical Area)",108774,109191,110177,111370,112570,114629,116163,117915,120114,121253,122817,124241,125810,126776,128390,129858
27900,"Joplin, MO (Metropolitan Statistical Area)",158567,160092,162037,163997,166160,168701,171224,172744,174394,175866,176667,174477,175238,176125,176943,177805
27980,"Kahului-Wailuku-Lahaina, HI (Metropolitan Statistical Area)",132428,134583,137596,140625,143448,145776,148117,151424,153393,155072,156849,158588,160976,163338,164357,165474
28020,"Kalamazoo-Portage, MI (Metropolitan Statistical Area)",316512,318714,320856,319746,320268,321197,322070,323363,325604,326905,328393,330519,332492,334187,335030,336877
28100,"Kankakee, IL (Metropolitan Statistical Area)",104490,104932,105794,106744,107917,109735,111499,112658,113107,113447,113518,112976,112227,111461,110795,110008
28140,"Kansas City, MO-KS (Metropolitan Statistical Area)",1837551,1858778,1875142,1892097,1909428,1931764,1954688,1973888,1994834,2013735,2024762,2038675,2053766,2069314,2084464,2104509
28420,"Kennewick-Richland, WA (Metropolitan Statistical Area)",196420,202688,209043,213854,219086,224149,229255,237348,245600,255646,263641,268258,271048,274330,279162,283846
28660,"Killeen-Temple, TX (Metropolitan Statistical Area)",336409,341231,342865,349745,357533,365460,380804,392237,395375,408330,412654,420059,422933,424994,430788,435857
28700,"Kingsport-Bristol-Bristol, TN-VA (Metropolitan Statistical Area)*",298648,299267,300370,300668,302519,304535,306805,308069,309293,309561,309069,308751,308135,307522,306715,306334
28740,"Kingston, NY (Metropolitan Statistical Area)",178440,180128,180942,181847,182438,182845,182818,183174,182638,182408,182647,181811,180987,180680,179824,179225
28940,"Knoxville, TN (Metropolitan Statistical Area)",756459,763352,772111,780124,790669,804860,816480,827099,833862,838857,842946,847602,851811,856428,861169,868546
29020,"Kokomo, IN (Metropolitan Statistical Area)",84909,84563,84538,84291,84382,83943,83743,83472,82701,82727,82856,82914,82840,82739,82581,82568
29100,"La Crosse-Onalaska, WI-MN (Metropolitan Statistical Area)",127624,128261,128780,128992,129549,130147,131190,131920,133072,133885,134179,135519,135891,136468,136830,136936
29180,"Lafayette, LA (Metropolitan Statistical Area)",426750,430358,432900,436018,439936,450740,454315,459111,463998,467615,470685,474223,479634,484965,489865,491528
29200,"Lafayette-West Lafayette, IN (Metropolitan Statistical Area)",180706,181781,183621,184996,188023,192060,195149,197954,200775,202083,204469,207371,210074,212141,214305,216679
29340,"Lake Charles, LA (Metropolitan Statistical Area)",193171,193321,194552,195444,196263,193069,194598,196362,198010,200005,200515,201190,202179,203512,205495,207483
29420,"Lake Havasu City-Kingman, AZ (Metropolitan Statistical Area)",160312,166155,172633,180521,188773,196168,199760,200078,199696,200378,202635,203126,202622,202985,204165,205249
29460,"Lakeland-Winter Haven, FL (Metropolitan Statistical Area)",492917,501469,513058,527685,547373,568324,585982,594801,598683,603213,609669,615294,622656,634932,649425,666149
29540,"Lancaster, PA (Metropolitan Statistical Area)",475483,480118,485119,489977,494722,500922,506639,511957,516577,520361,523689,526864,530189,533650,536349,538500
29620,"Lansing-East Lansing, MI (Metropolitan Statistical Area)",452051,455420,458376,461724,462743,463349,463804,463638,463147,464247,466100,466782,467959,470107,471794,475099
29700,"Laredo, TX (Metropolitan Statistical Area)",200347,206001,211786,217858,223703,229307,234594,240287,245908,251335,255486,259738,263564,266605,268929,271193
29740,"Las Cruces, NM (Metropolitan Statistical Area)",176496,178464,182045,184939,189199,193701,197853,200855,205401,210203,212869,214162,213651,213536,213567,214207
29820,"Las Vegas-Henderson-Paradise, NV (Metropolitan Statistical Area)",1460500,1522962,1584166,1662773,1729522,1803774,1867817,1912349,1939407,1953216,1966295,1995815,2025096,2064899,2109289,2155664
29940,"Lawrence, KS (Metropolitan Statistical Area)",101269,102552,103570,104826,105681,107187,107892,109010,110039,111245,112424,113304,114672,116430,117915,119440
30020,"Lawton, OK (Metropolitan Statistical Area)",119955,119889,117484,122341,121475,122980,125814,124166,126131,131561,132255,132755,131154,131071,130168,128077
30140,"Lebanon, PA (Metropolitan Statistical Area)",120954,121698,123154,124644,126197,128302,130182,131574,132959,133675,134482,135633,135866,136657,137729,138863
30300,"Lewiston, ID-WA (Metropolitan Statistical Area)",57446,57601,58183,58581,58979,59646,59908,60203,60464,61047,61354,61443,62029,62160,62235,62675
30340,"Lewiston-Auburn, ME (Metropolitan Statistical Area)",104260,105063,106140,106867,107352,107932,107739,108284,107830,107705,107394,107539,107370,107408,107245,107319
30460,"Lexington-Fayette, KY (Metropolitan Statistical Area)",414520,418448,424953,430229,436898,445685,452138,460112,467328,473469,478670,484626,489625,494301,500663,506751
30620,"Lima, OH (Metropolitan Statistical Area)",108523,108518,107418,106826,106861,106716,106717,106773,106518,106395,105939,105295,105129,104944,104210,103742
30700,"Lincoln, NE (Metropolitan Statistical Area)",271237,274972,279194,281768,285469,288940,292502,296258,299633,302993,306681,310587,314566,319198,322827,326921
30780,"Little Rock-North Little Rock-Conway, AR (Metropolitan Statistical Area)",618126,624166,631032,639558,648784,661719,671441,681888,691903,702410,710767,717660,724077,728962,731542,734622
30860,"Logan, UT-ID (Metropolitan Statistical Area)",104294,107180,108819,110813,112580,113321,115901,119394,123048,126160,127692,128757,130040,131133,133093,136159
30980,"Longview, TX (Metropolitan Statistical Area)",195374,197750,199547,201231,203062,205537,207813,210058,213121,214726,215893,216578,216189,216420,217242,217446
31020,"Longview, WA (Metropolitan Statistical Area)",93608,94325,94516,95541,96536,99162,100744,101688,102126,102413,102378,101840,101784,102106,103378,105160
31080,"Los Angeles-Long Beach-Anaheim, CA (Metropolitan Statistical Area)",12511491,12614158,12696521,12734974,12726428,12670216,12631988,12692740,12774577,12843120,12942360,13038490,13128012,13201053,13268828,13310447
31140,"Louisville/Jefferson County, KY-IN (Metropolitan Statistical Area)",1132204,1140281,1151726,1161921,1172611,1187190,1202720,1216853,1227965,1237828,1244624,1252625,1263229,1270881,1277583,1283430
31180,"Lubbock, TX (Metropolitan Statistical Area)",260015,262680,266338,268466,270478,274419,277466,280321,286236,292260,295440,298111,301644,306677,310688,314840
31340,"Lynchburg, VA (Metropolitan Statistical Area)*",229499,230356,232634,234574,238515,243213,246827,249299,251441,253058,254241,255745,256946,258009,259378,260232
31420,"Macon-Bibb County, GA (Metropolitan Statistical Area)",222869,224661,225987,227394,228125,229655,230452,231314,232065,232265,232820,232880,231321,230630,229909,229182
31460,"Madera, CA (Metropolitan Statistical Area)",125581,128369,132738,137106,140313,143622,146067,148359,149234,151099,151962,151947,151811,154071,154306,154697
31540,"Madison, WI (Metropolitan Statistical Area)",544773,552305,559138,566363,573036,580296,587711,594452,601715,606556,613897,620503,627406,633892,640614,648929
31700,"Manchester-Nashua, NH (Metropolitan Statistical Area)",387414,389665,391461,394428,396381,398169,398843,399556,400148,401039,401774,402651,403308,405003,406015,407761
31740,"Manhattan, KS (Metropolitan Statistical Area)",81374,81205,81847,83411,84195,86648,87724,90328,91201,93320,95370,98608,98113,97497,98506,97004
31860,"Mankato-North Mankato, MN (Metropolitan Statistical Area)",87105,88107,89336,90152,91111,92879,93963,95121,96111,96844,97319,98009,97820,98727,99178,100016
31900,"Mansfield, OH (Metropolitan Statistical Area)",128187,128363,128312,128094,127724,127292,126995,126128,125308,124174,123062,122590,122250,121912,121581,121107
32580,"McAllen-Edinburg-Mission, TX (Metropolitan Statistical Area)",590067,610520,632475,653779,674982,695352,715264,736694,757468,779150,794682,806388,817039,829088,839314,849843
32780,"Medford, OR (Metropolitan Statistical Area)",183835,186704,189838,192185,194701,196858,199152,201162,202301,203410,204794,206346,207862,210311,213534,216527
32820,"Memphis, TN-MS-AR (Metropolitan Statistical Area)",1224627,1235125,1247414,1258948,1271965,1291868,1302273,1310829,1317719,1326399,1332162,1339880,1340453,1341563,1341954,1342842
32900,"Merced, CA (Metropolitan Statistical Area)",218816,225351,231735,237180,242554,245338,248540,250538,252302,256831,259678,261430,262661,265139,267101,268672
33100,"Miami-Fort Lauderdale-West Palm Beach, FL (Metropolitan Statistical Area)",5110780,5197205,5261713,5336368,5411148,5429748,5422987,5454633,5504624,5584384,5697425,5779518,5856943,5930210,6001717,6066387
33140,"Michigan City-La Porte, IN (Metropolitan Statistical Area)",110077,109555,109027,108914,109541,109641,110846,111267,111465,111454,111202,111201,111323,111665,110762,110015
33220,"Midland, MI (Metropolitan Statistical Area)",83576,83664,84012,84058,83930,83693,83600,83605,83639,83663,83755,83678,83578,83459,83618,83462
33260,"Midland, TX (Metropolitan Statistical Area)",120877,122371,123717,125144,126963,130287,133448,137060,140948,141791,144973,152143,157350,161564,166995,168288
33340,"Milwaukee-Waukesha-West Allis, WI (Metropolitan Statistical Area)",1507257,1514251,1519746,1522302,1522391,1523907,1530492,1538232,1549613,1556802,1561396,1567414,1570802,1573609,1574349,1572482
33460,"Minneapolis-St. Paul-Bloomington, MN-WI (Metropolitan Statistical Area)",3086645,3116197,3143413,3171902,3199046,3234367,3269613,3301252,3330508,3355763,3389448,3422542,3458513,3491838,3518252,3551036
33540,"Missoula, MT (Metropolitan Statistical Area)",97435,98968,99976,100934,102298,104372,106110,107747,108717,109455,110169,111092,111707,112595,113982,116130
33660,"Mobile, AL (Metropolitan Statistical Area)",400129,398549,398082,397959,398942,402916,405715,409196,411994,413369,413178,413760,413884,414342,414634,414836
33700,"Modesto, CA (Metropolitan Statistical Area)",463761,477469,487357,492613,500020,504651,507834,509032,511536,515342,518073,521360,524744,529754,535385,541560
33740,"Monroe, LA (Metropolitan Statistical Area)",169572,170352,171306,171969,172241,174102,173927,174425,175667,176801,177376,177848,178528,178982,179463,179470
33780,"Monroe, MI (Metropolitan Statistical Area)",147605,148561,149747,151117,152374,153460,153424,152806,152296,151946,151513,150862,150224,149936,149494,149208
33860,"Montgomery, AL (Metropolitan Statistical Area)",348725,350984,352411,355009,358659,365989,369390,370249,371860,375147,375576,374861,373979,373488,373563,373922
34060,"Morgantown, WV (Metropolitan Statistical Area)",112764,114343,116466,118062,119937,121894,123507,125267,127498,130333,132295,134418,135658,136909,137735,138380
34100,"Morristown, TN (Metropolitan Statistical Area)",103821,103919,105291,106314,107703,109708,111776,113115,113618,114247,114824,115140,115434,115673,116702,117320
34580,"Mount Vernon-Anacortes, WA (Metropolitan Statistical Area)",104534,105563,107369,109030,110683,112621,114066,115808,116557,117006,117759,117987,118679,120303,121724,123681
34620,"Muncie, IN (Metropolitan Statistical Area)",120281,119949,119935,118938,118170,117326,117229,117007,117490,117690,117872,117090,116989,116612,116019,115603
34740,"Muskegon, MI (Metropolitan Statistical Area)",171055,171563,172269,172771,173608,173710,173738,173846,172755,171922,169979,170126,172230,172281,172697,173408
34820,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC (Metropolitan Statistical Area)",277987,284862,292309,302421,317745,336132,351472,363866,371417,378584,385649,393935,404597,417604,432493,449295
34900,"Napa, CA (Metropolitan Statistical Area)",126818,128744,130138,130387,130381,131440,132583,134093,135280,136813,137940,138898,140102,141097,141854,142166
34940,"Naples-Immokalee-Marco Island, FL (Metropolitan Statistical Area)",264240,275490,285321,296021,307452,312621,314437,316641,318485,322724,327541,332332,339244,347899,356570,365136
34980,"Nashville-Davidson--Murfreesboro--Franklin, TN (Metropolitan Statistical Area)",1409191,1427867,1450015,1478449,1511310,1553397,1592365,1626925,1654243,1676004,1698198,1727218,1758292,1793083,1828961,1865298
35100,"New Bern, NC (Metropolitan Statistical Area)",116388,115664,115776,116520,117787,119915,120873,122491,125202,127116,128260,128622,127519,127318,126211,126111
35300,"New Haven-Milford, CT (Metropolitan Statistical Area)",829875,835099,841939,844505,847162,850207,853598,856622,860025,863480,864009,864177,862712,861534,859073,856875
35380,"New Orleans-Metairie, LA (Metropolitan Statistical Area)",1344528,1354638,1365146,1377699,1386429,1040195,1096365,1135831,1167842,1195636,1214086,1228094,1240964,1251221,1262071,1268883
35620,"New York-Newark-Jersey City, NY-NJ-PA (Metropolitan Statistical Area)",19109150,19195261,19248311,19253664,19227714,19200372,19236108,19338823,19469123,19600799,19751176,19864434,19968845,20052234,20118063,20153634
35660,"Niles-Benton Harbor, MI (Metropolitan Statistical Area)",161153,160604,160314,159742,158510,157537,157378,157380,157059,156793,156518,156093,155501,155439,154629,154010
35840,"North Port-Sarasota-Bradenton, FL (Metropolitan Statistical Area)",605988,620540,634862,653934,674757,685132,691735,695944,697973,703486,709039,720231,732157,748250,768013,788457
35980,"Norwich-New London, CT (Metropolitan Statistical Area)",261396,264698,266584,268595,269664,270814,270669,272634,273630,274072,273226,274267,273405,272053,270639,269801
36100,"Ocala, FL (Metropolitan Statistical Area)",264553,271716,280091,291164,303558,316310,325634,330052,330880,331437,332429,334294,335800,339079,343514,349020
36140,"Ocean City, NJ (Metropolitan Statistical Area)",102023,101694,101710,100482,99269,98695,97686,97550,97238,97267,96604,96460,95868,95417,94843,94430
36220,"Odessa, TX (Metropolitan Statistical Area)",120802,122199,122739,124163,125378,127476,130459,133064,136930,137083,139689,144513,149651,154570,159689,157462
36260,"Ogden-Clearfield, UT (Metropolitan Statistical Area)",495459,504247,513021,522374,532425,545746,561767,577040,588773,599866,606054,612811,622371,632055,642310,654417
36420,"Oklahoma City, OK (Metropolitan Statistical Area)",1108860,1122241,1134419,1145524,1161308,1182668,1199665,1216645,1237780,1257950,1276680,1297834,1320579,1336784,1356965,1373211
36500,"Olympia-Tumwater, WA (Metropolitan Statistical Area)",212421,216313,219499,222985,227023,232688,237772,244332,249936,253062,256516,258803,262536,265809,269183,275222
36540,"Omaha-Council Bluffs, NE-IA (Metropolitan Statistical Area)",776165,783567,792086,803214,814309,824961,834554,845119,856233,868189,876903,885736,895484,904555,914268,924129
36740,"Orlando-Kissimmee-Sanford, FL (Metropolitan Statistical Area)",1710359,1760345,1811544,1878077,1955794,2020057,2057865,2087489,2111917,2139507,2175702,2226473,2269622,2323059,2382132,2441257
36780,"Oshkosh-Neenah, WI (Metropolitan Statistical Area)",158163,159134,159440,160130,161451,162727,164037,164910,166429,167061,167646,168764,169518,169701,169565,169886
36980,"Owensboro, KY (Metropolitan Statistical Area)",109991,110190,110735,110999,111469,112152,112900,113651,114385,114782,115374,116078,116482,116604,117539,117959
37100,"Oxnard-Thousand Oaks-Ventura, CA (Metropolitan Statistical Area)",766689,779489,788070,793994,794197,798183,800027,806353,815130,825320,830707,834519,839498,844078,847719,849738
37340,"Palm Bay-Melbourne-Titusville, FL (Metropolitan Statistical Area)",486429,495425,504847,518722,529907,535138,539719,542378,542109,544008,544456,547753,551299,557299,567934,579130
37460,"Panama City, FL (Metropolitan Statistical Area)",165075,167638,170310,174259,178698,181500,181253,182118,183397,185071,185311,187698,190782,194796,197821,199964
37620,"Parkersburg-Vienna, WV (Metropolitan Statistical Area)",93536,93424,92974,92705,92655,92343,92295,92528,92544,92762,92605,92370,92323,92204,92094,91449
37860,"Pensacola-Ferry Pass-Brent, FL (Metropolitan Statistical Area)",419037,425006,428066,435466,439471,443378,443551,445392,446559,451116,455437,462584,468431,472603,478086,485684
37900,"Peoria, IL (Metropolitan Statistical Area)",365600,366312,366256,367962,369772,371687,374179,375982,379373,378947,379656,380386,381752,379869,377952,376246
37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD (Metropolitan Statistical Area)",5713954,5743383,5773864,5804535,5829139,5856125,5882126,5906917,5941539,5972049,5997026,6020631,6034367,6050799,6062303,6070500
38060,"Phoenix-Mesa-Scottsdale, AZ (Metropolitan Statistical Area)",3363736,3452470,3536388,3637332,3774696,3914212,4018128,4106372,4153609,4205016,4248813,4325218,4396197,4479955,4567857,4661537
38220,"Pine Bluff, AR (Metropolitan Statistical Area)",106464,105965,105465,104665,103917,103121,101921,101305,100593,100079,99020,97372,95712,94753,93904,91962
38300,"Pittsburgh, PA (Metropolitan Statistical Area)",2417480,2408348,2401168,2389107,2374483,2364039,2358914,2356802,2355432,2357043,2359851,2361663,2361413,2357987,2351271,2342299
38340,"Pittsfield, MA (Metropolitan Statistical Area)",133928,133529,133423,133076,132563,131977,131883,131372,131264,131280,130515,130201,129409,128633,127671,126903
38540,"Pocatello, ID (Metropolitan Statistical Area)",76296,76487,76312,76834,77419,78491,79338,80609,81994,83034,83584,83806,83467,83516,83911,84377
38860,"Portland-South Portland, ME (Metropolitan Statistical Area)",494975,500178,504858,508428,510287,510614,512265,514191,514728,513920,516093,518295,520597,524030,526795,529657
38900,"Portland-Vancouver-Hillsboro, OR-WA (Metropolitan Statistical Area)",1971152,2002918,2024115,2039297,2067325,2103164,2137828,2172853,2206737,2232543,2260165,2288142,2312503,2346192,2384807,2424955
38940,"Port St. Lucie, FL (Metropolitan Statistical Area)",328315,338741,351522,368277,383877,397053,410402,417520,419850,425264,428601,432671,437375,444274,454111,465208
39140,"Prescott, AZ (Metropolitan Statistical Area)",172636,177362,182090,187822,195424,204082,208773,211211,211172,211139,211138,212350,215027,218405,221584,225562
39300,"Providence-Warwick, RI-MA (Metropolitan Statistical Area)",1595424,1608716,1617623,1620567,1613353,1607583,1602603,1601459,1600970,1602537,1601851,1604242,1605670,1609551,1612574,1614750
39340,"Provo-Orem, UT (Metropolitan Statistical Area)",394059,405672,414780,425023,439623,457471,479181,497639,515010,530340,540980,550452,562641,571653,585362,603309
39380,"Pueblo, CO (Metropolitan Statistical Area)",144014,146537,147907,148654,149825,152026,155121,156748,157846,159521,159785,160397,160803,161350,163117,165123
39460,"Punta Gorda, FL (Metropolitan Statistical Area)",146311,150123,153235,157755,155262,157099,159742,160467,159629,159935,159671,162937,165018,168595,173194,178465
39540,"Racine, WI (Metropolitan Statistical Area)",189047,189833,190845,191808,193251,193915,194395,194730,195130,195444,194942,194610,194775,194925,194917,195140
39580,"Raleigh, NC (Metropolitan Statistical Area)",833100,859117,883333,909510,944725,989219,1034476,1077163,1110061,1137392,1163097,1188670,1213875,1241724,1271381,1302946
39660,"Rapid City, SD (Metropolitan Statistical Area)",121692,122822,123278,125419,125998,127471,128918,131119,133254,135062,136352,138642,141220,143345,144059,145661
39740,"Reading, PA (Metropolitan Statistical Area)",377487,381338,385846,390848,395933,401834,405223,407737,409904,411988,412676,413331,413687,414021,414635,414812
39820,"Redding, CA (Metropolitan Statistical Area)",166408,170198,173202,174867,175615,176166,176548,177247,177279,177320,177963,178430,179062,179717,179301,179631
39900,"Reno, NV (Metropolitan Statistical Area)",355341,365706,375713,386308,396546,404366,412724,418892,421787,426141,428836,432568,436773,442841,449427,457667
40060,"Richmond, VA (Metropolitan Statistical Area)*",1070817,1084389,1098631,1115900,1135074,1157286,1174344,1189113,1200712,1210272,1219657,1233682,1246100,1258885,1270414,1281708
40140,"Riverside-San Bernardino-Ontario, CA (Metropolitan Statistical Area)",3377365,3486938,3617771,3755607,3875709,3986510,4067344,4113447,4160685,4243788,4299091,4342166,4379397,4428390,4475437,4527837
40220,"Roanoke, VA (Metropolitan Statistical Area)*",289547,290466,292082,293745,296405,299930,302858,305596,307816,308641,309344,310850,312400,313418,314089,313698
40340,"Rochester, MN (Metropolitan Statistical Area)",187803,190646,193067,195300,197188,199763,201782,204181,206097,207178,208531,209603,211584,212562,213707,215884
40380,"Rochester, NY (Metropolitan Statistical Area)",1068215,1070355,1071918,1072494,1070418,1070370,1072040,1075302,1077941,1080362,1082694,1083350,1084250,1083371,1081280,1078879
40420,"Rockford, IL (Metropolitan Statistical Area)",323229,325747,329472,332230,335903,341202,347503,349937,349766,349233,347788,345736,344647,342345,340658,339376
40580,"Rocky Mount, NC (Metropolitan Statistical Area)",144034,144698,145487,146326,147027,148256,149644,151138,151729,152445,151793,150986,149990,149220,147750,147323
40660,"Rome, GA (Metropolitan Statistical Area)",91181,92597,93539,94014,94332,95165,95308,95922,96383,96423,96214,96065,96006,96061,96303,96560
40900,"Sacramento--Roseville--Arden-Arcade, CA (Metropolitan Statistical Area)",1866310,1923508,1970542,2008663,2034850,2057885,2082217,2108310,2132657,2154527,2174815,2193741,2214570,2240391,2267588,2296418
40980,"Saginaw, MI (Metropolitan Statistical Area)",209460,209323,208755,208489,207368,205822,203144,201966,200835,199916,198838,198352,196785,195252,193290,192326
41060,"St. Cloud, MN (Metropolitan Statistical Area)",170587,173123,175161,176860,179222,181873,184598,186507,188114,189218,190154,190695,191645,192925,194680,195644
41100,"St. George, UT (Metropolitan Statistical Area)",94512,99274,104188,110207,119000,126796,132277,135552,137088,138443,141541,144613,147628,151857,155450,160245
41140,"St. Joseph, MO-KS (Metropolitan Statistical Area)",123936,123894,123923,123366,123484,124222,125483,126077,127001,127242,127756,127992,127728,127313,126708,126565
41180,"St. Louis, MO-IL (Metropolitan Statistical Area)",2690131,2700121,2711031,2721868,2730316,2744265,2755581,2767776,2779404,2790092,2793811,2796903,2800154,2804862,2808330,2807002
41420,"Salem, OR (Metropolitan Statistical Area)",351581,356668,360377,363708,368046,374317,379755,384075,388323,391560,393731,396244,398325,402900,409377,418139
41500,"Salinas, CA (Metropolitan Statistical Area)",407082,408977,409725,408731,405139,401831,402376,406022,410263,416415,421157,425799,428064,429902,432007,435232
41540,"Salisbury, MD-DE (Metropolitan Statistical Area)",319128,325063,332157,338528,345704,353828,360918,366772,370558,374786,378238,381530,384841,389357,394521,400200
41620,"Salt Lake City, UT (Metropolitan Statistical Area)",954081,963150,971454,982034,997221,1018281,1037540,1055462,1074013,1091689,1107804,1124334,1141510,1152988,1167501,1186187
41660,"San Angelo, TX (Metropolitan Statistical Area)",105596,105732,106002,106373,106587,107774,108289,109210,110466,112280,113381,114993,116466,118273,119488,119943
41700,"San Antonio-New Braunfels, TX (Metropolitan Statistical Area)",1748123,1784153,1815846,1857602,1896328,1956361,2011543,2061275,2105672,2153229,2194063,2237381,2281831,2331197,2381703,2429609
41740,"San Diego-Carlsbad, CA (Metropolitan Statistical Area)",2869672,2900355,2914702,2930007,2938375,2947289,2975742,3022116,3061203,3104346,3140692,3181513,3218419,3258856,3290245,3317749
41860,"San Francisco-Oakland-Hayward, CA (Metropolitan Statistical Area)",4174788,4158544,4145965,4133400,4137858,4148724,4183637,4243932,4302830,4345175,4398193,4458646,4521994,4585623,4642227,4679166
41940,"San Jose-Sunnyvale-Santa Clara, CA (Metropolitan Statistical Area)",1742726,1724404,1718790,1718016,1729959,1745283,1766098,1795231,1819573,1842191,1869027,1895787,1924432,1947922,1968578,1978816
42020,"San Luis Obispo-Paso Robles-Arroyo Grande, CA (Metropolitan Statistical Area)",251462,253083,254674,256842,258615,260498,262770,266358,268145,269909,271176,274487,276191,278877,280960,282887
42100,"Santa Cruz-Watsonville, CA (Metropolitan Statistical Area)",256045,254531,253021,252356,251377,251616,253304,256520,260009,263270,264896,266435,268948,270971,273627,274673
42140,"Santa Fe, NM (Metropolitan Statistical Area)",131057,133555,135213,136391,137610,138786,140210,141704,143205,144465,145378,146157,146754,147329,147708,148651
42200,"Santa Maria-Santa Barbara, CA (Metropolitan Statistical Area)",403164,405178,406810,407284,408079,408085,411243,415859,420356,424396,425998,430638,435800,440553,443815,446170
42220,"Santa Rosa, CA (Metropolitan Statistical Area)",465293,465298,466489,466809,465938,465188,467356,473091,479479,484817,487641,490509,494657,499168,501474,503070
42340,"Savannah, GA (Metropolitan Statistical Area)",297133,301644,304585,310553,314528,322065,329943,335185,344017,348739,355820,362193,365600,372202,378829,384024
42540,"Scranton--Wilkes-Barre--Hazleton, PA (Metropolitan Statistical Area)",557476,555702,555483,555495,556652,557626,560032,561548,562933,563742,564006,564348,562004,560170,557743,555225
42660,"Seattle-Tacoma-Bellevue, WA (Metropolitan Statistical Area)",3092927,3118302,3133021,3158967,3198265,3257081,3304467,3355042,3414797,3448746,3497925,3552815,3609617,3667042,3727097,3798902
42680,"Sebastian-Vero Beach, FL (Metropolitan Statistical Area)",115456,118144,120450,125001,127955,131463,134564,136277,137016,138243,139027,140650,141966,144740,147792,151563
42700,"Sebring, FL (Metropolitan Statistical Area)",88510,89939,90943,93079,95614,97788,99023,99568,98956,98664,98308,98045,97817,98085,99447,100917
43100,"Sheboygan, WI (Metropolitan Statistical Area)",113023,113251,113433,113832,114454,114775,115178,115652,115562,115475,115360,115046,114978,115303,115591,115427
43300,"Sherman-Denison, TX (Metropolitan Statistical Area)",112330,113239,114421,114998,115666,117174,118331,118834,120069,121037,121274,121636,122249,123500,125537,128235
43340,"Shreveport-Bossier City, LA (Metropolitan Statistical Area)",417622,417953,418234,421695,424302,430852,431496,433607,435976,441197,445048,448471,446809,444951,444132,441767
43420,"Sierra Vista-Douglas, AZ (Metropolitan Statistical Area)",118798,119847,120638,123234,125786,127241,128206,129023,130081,131807,132960,131843,129554,127321,126395,125770
43580,"Sioux City, IA-NE-SD (Metropolitan Statistical Area)",167040,166544,166232,166178,164840,165345,165607,166196,167549,168830,168952,168691,168582,168607,168710,169140
